ID,Saxon,German,Webpage,Date,Source,Origin,Year,Tags,length
104,"Möcht ner wissen, wie‘s de Alten, wie‘s Erdepfel noch net gebn, Gahr im Gahr sue ausgehalten, wie se hiegebracht ihr Lebn. Naa, iech kah mr‘sch net dermessen, wie e Mensch verkumme kah, kaa Erdeepfele ze esssen und nix, wo mer macht drvah. Sunn- und Feiertog net kenn iech ahne sie und bie oft bies, und e Feiertog is, wenn iech ho mei halbes mannel Kließ. Und‘s is e guter Bissen, wenn se recht schie lucker sei; drei, vier Löffel Brüh, die müssen kriehng in sue e Kließel nei. Und drzu e Sauerbroten, ´s kah Schöps, aah Gänsel sei, när recht knusperig gebroten, noochert, glabbt mr‘sch, hau iech ei. Möcht när wissen, wie‘s de Alten, wie‘s Erdepfel noch net gebn, ahne Kließ haben ausgehalten, wie se hiegebracht ihr Lebn.",,https://www.sachsen-lese.de/streifzuege/mundartliches/gruegeniffte/,2026-07-10,Louis Riedel,,,poetry,724
105,"Mal war im Aerzgebärche drin gleich frieh ä wiestes Gambeln. Bis schließlich von dr gleenen Schar bloß noch Härr Harras ibrich war. Där ward nu wild vom Feind bedrängt Mit Hurra un Gebrille. Schon hattense’n fast eingeängt, Sei Färd schtand ängstlich schtille. Da drat’s dr Ridder mitn Schborn, Un heisa gings dorch Busch un Dorn. Här Harras blumst in Zschobaufluss Un schwimmt drvon mit Hochgenuss. De Feinde sin ohm angegomm Un glotzen ziemlich bleede. “Där Gär is futsch, is fortgeschwomm! Schluss mach mr mit dr Fehde.” Se sahn ganz richtch de Laache ein: Nich jeder Mänsch hat solches Schwein.",,https://www.sachsen-lese.de/streifzuege/mundartliches/harras-dr-gihne-schbringer/,2026-07-10,Lene Voigt,Leipzig,,poetry,598
106,"Se möcht net oahne Zschulle sei, ihr Moa steckt alle Goahr aans ei. Mit Millich zeiht se's auf, de Fraa, tolpatschet is noch und ganz klaa, ihr Zschulle, Zschulle, Zschulle - Und mitr Zeit, do wechst's schie roa, se hoot ihr helle Fraad när droa. de Fraa is, die's am besten kennt, und rieft se's oa, kimmt's gleich gerennt, ihr Zschulle, Zschulle, Zschulle - Und wenn's ihrn letzten Quieker macht, dr Flaascher und dr Bauer lacht, do dreht de Fraa siech sachte nim, rabbt siech e wing drin Aagnen rim, ihr Zschulle, Zschulle, Zschulle - Zwölf Staa Gewicht – handbraat dr Speck, nooch mog's scha sei, nooch hoot's scha Zweck. Wörd's Wellflaasch ober aufgetrogn, do sogt de Fraa: ""Koa kaans vertrogn"" - ihr Zschulle, Zschulle, Zschulle - Des koa sue im de Fosent sei, dr Bauer steckt e neies ei. Mit Millich zieht's wieder auf de Fraa, tolpatschet is noch und ganz klaa, ihr Zschulle, Zschulle, Zschulle -",,https://www.sachsen-lese.de/streifzuege/mundartliches/ihr-zschulle/,2026-07-10,Willy Rudert,,,poetry,904
107,"Wenn de große Hitze naht, ziehn mr ins Familchenbad. De Glamotten fliechen runter. Nein ins Wasser hubb mr munter. Dr Betrieb is oft gans doll, un dann isses iwervoll. Nimmt sich eener vor: Jetzt schwimm ich, is gee Blatz da. Ei verdimmich! Enne Oma mit Humor schluuch da neilich eenfach vor: „Los, jetzt badmer in zwee Schichten!“ So geht alles einzurichten. Nach ‘ner Viertelstunde dann warn de andern wieder dran, die inzwischen gridisierten, was de Schwimmer da vollfierten.",,https://www.sachsen-lese.de/streifzuege/mundartliches/im-familchenbad/,2026-07-10,Lene Voigt,Leipzig,,poetry,478
108,"Horaus, horaus, gieht mr immer an Wage naus. Michele (1) is vorüber, mei Vieh ka rüber un nüber, ka in Nachbars Kraut un Möhrn, ka’s der Bauer net verwehrn. Wullmer nich ball Küh austreim, wullmer nich ball Kase reim, wullmer nich ball Kuchen backen, wullmer nich ball Kirmeß machen? A’hollo! Holei, holei, treib mr denn noch nich ball ei? Ei ju, ei ju, ‘s fehlt blus noch ne eenz’ge Kuh. ‘s fehlt blus noch de bunte Schecke, die muss hinnern Zaune stecke. Wo is denn der Ziegenbuck? Der is ins Krautfeld neigehuppt.",,https://www.sachsen-lese.de/streifzuege/mundartliches/im-herbst/,2026-07-10,,,,poetry,516
109,"In Winter bei dan größten Schnee, namm ich mein Ruschelschlieten un treib dermit uf Barg un Höh‘ nær lauter lust‘ge Schwieten. Beim Birkenbaam ward abgesetzt; dos pfeift wie Leimer-Husen. Nu ward fix wieder naufgesetzt, die annern auszuklußen. Un is a Hulpert uf‘n Wag, wie muss mer do net schreie! De Bossen komme drüberwag, de Mad tu‘s runner bleie. Nu haßt‘s: De Schlieten zammgehängt! Kommt har, dos is e Fressen!- Plumps, hot‘s de ganze Rix geschwenkt; se hobn Schnee gemassen. A Färscht is, war Kunststückle ka; Bauchlegn un Kufentraten. Uff‘s Dach schafft mer senn Schlieten na, kracht runner un zerhat‘n. ´s Ruschelgie is fei gesund, dos molt en rute Backen: de Woden wachsen dick un rund, mer kennt wuhl Stöck drauf hacken. Un komm ich ham, wie is do fei, wie schmeckt‘s dan hungrigen Guschel. Obndst hupp ich in de Betten nei, un alle is – de Ruschel.",,https://www.sachsen-lese.de/streifzuege/mundartliches/in-winter-bei-dan-groessten-schnee/,2026-07-10,Bernhard Brückner,,<1939,poetry,861
110,"Bei Friehlingsluft un Sonnenschein uff Wanderschaft ins Blaue nein, wo unbegannte Ferne lockt, so is mr oft schon losgesockt. Mr denkt an gar gee Ziel drbei un fiehlt sich wie e Voochel frei. Wenn miede mal de Beene sin, dann bremst mr ab un haut sich hin. Mr streckt sich aus bei Mudder Grien, sieht iwer sich de Welkchen ziehn. Was mr zu bickern bei sich hat, dran futtert mr sich frehlich satt. Gemietlich, ohne jede Hast gehts weiter bis zur nächsten Rast. Was alles mr entdeckte so, gommt ins Erinnerungsdeboh. Das freit een mähr, als wenn gorrekt ‘nen Blan mr vorhär abgesteckt, weil allerhand uns iwerrascht, das mr uff eechne Faust erhascht.",,https://www.sachsen-lese.de/streifzuege/mundartliches/ins-blaue-nein/,2026-07-10,Lene Voigt,Leipzig,,poetry,649
111,"De Läwerworscht schafft neies Blut un dadorch Graft un Iwermut. Zur Uffmeeblung von dr Nadur macht mancher drum 'ne Läwergut. Dick Läwerworscht uffs Brot geschmiert, hat oft schon zum Erfolg gefiehrt. Nadierlich musses gude sin, nich solche mit viel Semmeln drin. Se muss direkt nach Läwer schmecken, soll se de Blutzufuhr bezwecken. Von Galb isse besonders fein, doch deligader als von Schwein. Ooch Zwieweln, Driffeln un Sardelln genn sich zur Läwerworscht geselln. Un wer se liebt mit fetten Griewen, der muss in Gassler sich vertiefen.",,https://www.sachsen-lese.de/streifzuege/mundartliches/laewerworscht/,2026-07-10,Lene Voigt,Leipzig,,poetry,539
112,"Lenore sauste ausn Bätt  Un fuhr in ihre latschen,  Denn‘s schiener, als wenn eener tät  Vorm Hause unten graatschen.     De Mudder aus dr Gammer schbrach:  „Was mährschte denn am Fänster?“  Lenore rief: „Ich guck mal nach,  Ich gloobe, ‘s gomm Geschbänster.“     „I geene Ahnung, dummes Gind.  Was so ä Mädchen schlabbert!  Im Garten draußen seifzt dr Wind  Un‘s Bodenfänster glabbbert.“     „Nee, nee, ach Mudder, ‘s muß wär nahn,  Ich färchte mich zu Dode!“  „Nimm doch ä Schlickchen Baldrian  Dort driem von dr Gommode.“     Da blätzlich heert Lenore, dass  Ihr Name wärd gerufen,  Un uff dr Dräbbe raschelt was  Un dabbt sich nuff de Schtufen.     Lenore schleicht zum Gorridor,  Ihr Härz globbt in Egstase,  Gen Himmel schteht dr Zobb ämbor,  Galkweiß is ihre Nase.     „Wär is da draußen vor dr Dier?  Welch schaurich Gast uns nahte?“  „Gomm, sießes Bubbchen, effne mir,  Bin Wilhelm, dei Soldate!“     „Du liechst! Mei Schatz där fiel bei Brag  Im Nahgamf mit ä Färde.  Sei Freind, dr Emil Donnerschlag  Grub sälwer‘n in de Ärde.“     „Ruhet ooch mei Balch am Frantischek,  Das hat nischt zu bedeiten.  De Seele schwang sich frehlich weg  Zu Baradiesesfreiden.     Drum gomm, mei Lorchen, riechle uff,  Mei Flugzeich wartet unten,  Mir gondeln jetz in Himmel nuff,  Verlähm dort sälche Schtunden.     Un jeden Frieh, eh‘s häll dud sin,  Bring ich zurick mei Schätzchen  Un leeche‘s hibbsch ins Bädde hin  Uffs irdische Schlummerblätzchen.“     Lenore schbrach: „Ich mach‘ schon mit,  Doch mußte garantieren,  Dass bei däm lutchen Himmelsritt  Mir nischt – hm – dud bassieren.“     Un mit Brobäller-Raddadda  Gings nuff ins Schterngeflimmer.  Dr Bedrus rief: „Da seidr ja!  Geht links ins zweete Zimmer.“",,https://www.sachsen-lese.de/streifzuege/mundartliches/lenore/,2026-07-10,Lene Voigt,Leipzig,,poetry,1711
113,"""Heier, wie mr den strenge Winner hatten, standen emol af dr Strooß zwaa sötte Porpis un hamm siech mietenanner unnerhalten. „Ober dös is knorke“, soogt dr aane. „Schul hamm mr kaane, weil sötte Wollhühnjer eingetroffe sei, un ze waschen braung mr uns aa nimmeh , weil bi dere Saukölt is Wasser af dr ganzen Strooß eingefrurn is. Gleich neem unnern Haus is e Wasserruhrbruch, do taue se scha seit gestern auf. Bi den harten Frost werd dös net gleich ins Geschick kumme. Naa, su schie ho iech‘s in mann ganzen Leem noch net gehatt. Maantweeng kännt dös esu lang dauern, wie‘s wott. Maanste net, Harmann?“ ""Glückseelig"" ""Heier, wie mr den strenge Winner hatten, standen emol af dr Strooß zwaa sötte Porpis un hamm siech mietenanner unnerhalten. „Wie bi meiner Fanny emol Kaffekränzel war, kümmt dr Bu nei un soogt: „Mutter, such miech nær emol oh, iech muss an Floh hamm.“ Meiner Grußen war dös natürlich kunnesal fatal, se schnauzetn ah un soogt: „Mach, daß de nauskümmst, dös is ganz bestimmt e Errtum.“ Nooch erer Weil gett de Tür widder auf, un dr klaane Tolpatsch riefet nei: „ Mutter, miech beisst fei schu widder e Errtum!“ ""´r hot siech verännert"" ""Af dr Strooß treffen siech zwah Mannsen.  Do fängt der aane ah: „Horch amol, Kort, du host diech ober verännert.“ Der schaut ne derstaunt ah un maant: „Iech haß doch gar net Kort.“ „Wos, Kort haaßt de ah nimmeh?“",,https://www.sachsen-lese.de/streifzuege/mundartliches/lustige-neideitel-geschichten-aus-dem-vogtland/,2026-07-10,De Neideitel,Vogtland,,poetry,1367
114,"Mir sin vom Wonnemond dr Gluh. Nu freilich, mir geheern drzu. De Ginder hamm uns gärne. Mir grabbeln in dn Birken rum Un gondeln ahmds mit Mordsgebrumm Um jede Waldladärne Wenn uff dr Bank ä Bäärchen sitzt, Gommt eener von uns angeflitzt Un rutscht dr Maid in Gittel. Dr Jinglink holt uns wieder raus, Da ward schon manche Ehe draus- Das is ä feines Mittel. Doch drotzdäm mir so freindlich sin, Da morden uns de Mänschen hin Un nenn’ uns änne Blaache Gäb’s uff dr Wält mähr Boesie, Dann gäm ooch fier uns Gäfervieh Ä bässres Los in Fraache.",,https://www.sachsen-lese.de/streifzuege/mundartliches/maigaeferlied/,2026-07-10,Lene Voigt,Leipzig,,poetry,540
115,"Wie gesaht, dr Zachenlob-Otto wollt immer etwas bessersch sei, er wollt ewas galten. Un do hot siech aa amol wos Schiens zugetrogn. Dr Zachenlob-Otto war of Drasend gefahrn zer ner grußen Hausbesitzer-Taging. Sei Verein hat ne als Vertrater hiegeschieckt. Weil er dan saling Tog ober net wieder eham fahrn kunnt, musst‘r in a Hotel übernachten. Nu muss sich doch a Geder, dar in a Hotel übernachten tut, ins Fremdenbuch eintrogn, Der Harr Ober bracht dos Büchel nu aa zum Zachenlob-Otto hie, doß er siech einschreibn söllt. Der Otto sieht sich de ganzen Name a, er will doch wissn, war noch do is. Of der letzten Seit hot aa aner sein Name eingeschriebn, un  darhinter stieht: M.d.R. Dos wollt der Otto nu gar zu gern wissen, wos dos bedeiten söllt, un er fröget ne Kellner dernooch. Der hot ne aa Bescheid gabn: „Das heißt: Dieser Mann ist Mitglied des Reichstages.“ „Schien Dank für der Auskunft“, saht der Otto un schrebt hinner sei Name die Buchstobn „M.d.O.“ Der Kellner hot siech dernooch den Kopp zerbrochen, wos dos haaßen könnt, dos hot‘r noch nich gehärt.  Er musst natürlich aa wissen, wos er für gruße Leit in senn Haus hot un gieht hie zen Zachenlob-Otto. Dar hot sich net zweemol frögn lassen un saht esu laut, dos mr‘sch in der ganzen Gaststub häret, un mit en Gesicht, als wär er der Amtshauptmann: „Dos haaßt: Mietglied der Ortskrankenkasse!“",,https://www.sachsen-lese.de/streifzuege/mundartliches/mdo/,2026-07-10,Albert Schädlich,,,poetry,1359
116,"Alles muß ä Weib versuchen- geene Mihe därf mer schein. Drum buk ich ä Abbelguchen in dr Giche ganz allein. Mir zur Linken in ä Näbbchen Schnitt ich Abbelschtickchen rein, Riehrte in ä Millichdäbbchen Dann ä häbbchen Hefe ein. Budder, Zugger, Mähl un Eier Haut ich voller Schwung zusamm, Gam vor Freide ganz in Feier, Daß mer was zum Gaffee hamm. Gosten daat ich wie besässen, Un eh’ ich mirsch rächt versah, Hatt’ch dn ganzen Deich gefrässen, ’s warn bloß noch de Äbbel da.",,https://www.sachsen-lese.de/streifzuege/mundartliches/mei-aerschter-abbelguchen/,2026-07-10,Lene Voigt,Leipzig,,poetry,474
117,"In ä Glase schtill un schtumm schwimmt mei Goldfisch egal rum. Manschmal schteht’r uff een Flecke, dreht de Oochen nach dr Decke, un so schtiert’r schtundenlang, daß mr um sei Lähm währd bang. Wenn ich an de Glaswand globbe, denkt’r scheinbar was im Gobbe, wackelt frehlich mitn Schwanze - awer das is freilich ’s Ganze.",,https://www.sachsen-lese.de/streifzuege/mundartliches/mei-goldfisch/,2026-07-10,Lene Voigt,Leipzig,,poetry,320
118,"Ihr geent mirsch glob‘n, ich war schon iwerallt, Ich war in Bayernlande un in Breißen; Ich hab‘ an Rheine Borgen abgemalt, Doch egal zieht‘s mich widder hin nach Meißen. Das liegt so scheen, un was gibt‘s da for Wein, Der is Sie nich so heemdiksch wie an Rhein! Un gommt mer nu in‘s hibsche, scheene Dräsen, Verdimian, ´sis wie in Baradies; Wer da noch niche, Gindersch, is gewesen, Mit den sein‘ Genntnissen, Gottschtrambach, is es mies: De säk‘sche Schweiz, is scheenste Weltgebärge, Mer gommt sich drinne vor, wie in der Gärche. Un wollt‘r äwas sähn von richt‘gen Läb‘n, Da mißter Eich ämal nach Leipz‘g bemiehn; Dagegen sin die andern Städtchen äb‘n Wie dach un Nacht, gorzum der reene Giehn! De Mächen außerdem, so sieß un liebentbrannt, Nee bist Du scheen, mei deires Saksenland!",,https://www.sachsen-lese.de/streifzuege/mundartliches/mei-scheenes-saksenland/,2026-07-10,Max Vormeyer,,,poetry,785
119,"""Dr Seifferts Lui hoot emoll Langholz ven Wald reigefoahrn. Dr Weg war ober schlecht und aufgewaacht, esue aß'r auf aamoll mit sann Hinterrod fest soß und mit sann Fuhrwark nimmer feedersch kunnt. Sue sehr'r aah mit sann Knecht zarrt und stemmt und wörgt, se haben ebn zewanner des Rod net wieder freikriegt. Do kimmt e feiner Moa ne Weg her, sann Howiet nooch kunnt's e Summerfrischler sei, blabbt stiehe, klopft mit sann Stecken naufs Rod. Jawohl, des seß fest, mannt'r und wott nu enn grüßen und enn lange Virtrog drüber halten, wie des Rod wieder freizemachen wär. „Ach wos“, sogt do dr Lui argerlich, „mit ne Maul zarrn Se des Rod aah net raus. Speie Se lieber miet nei de Händ!“",,https://www.sachsen-lese.de/streifzuege/mundartliches/mit-ne-maul-net/,2026-07-10,Willy Rudert,,,poetry,684
120,"Nu gomm‘ de ganzen Leite wieder aus Karlsbad un vom Nordseestrand. Geschtählt uffs neue sin de Glieder un de Gesichter braun gebrannt. De Maiern aus dr Wurzner Straße hat verzn Gilo zugenomm‘, un dr Finazinschbektor Hase is dorches Schwimm‘ recht abgenomm‘. Schon wären de Blädder härpstlich däre, vorrieber is der Sommerreiz… Schmidt‘s Eriga‘n ihr fester Härre hat sich vergriemelt in dr Schweiz.",,https://www.sachsen-lese.de/streifzuege/mundartliches/nach-den-ferien/,2026-07-10,Lene Voigt - Neue Leipziger Zeitung,Leipzig,1934,poetry,397
121,"Harzlich Dank un noch emol Dank! Su grüß ich eich zu Pfingsten! Ihr hatt geholfen un gewürgt, geknausert net im Geringsten. Es war nischt lechts, es war a Plog, mich wieder harzerichten. Stramm steh ich un halt treie Wacht, guck weit naus über de Fichten. Fühl mich gesund un nei geborn, vun Krankheit ganz genasen. Mir is, als wenn ich dort in Wien in „Steinachs Kur“ gewasen. Na, ´s mah nu meintwagn sei wie‘s will, ich war ze danken wissen, wenn ihr raufkummt mit müde Ba, kaum traten könnt ofn Füßen. Saht eich ubn üm, die schiene Walt, rundümedüm die Walder! Wie Kramzeig, hie de Stub gebratt, liegn Dörfer, Wies un Falder. Doch dös zählt nischt, mei Mahrerei, kummt rauf un stärkt de Glieder! Pfingst-Sunntig früh war ich suweiht, do sahn mr uns nooch wieder.",,https://www.sachsen-lese.de/streifzuege/mundartliches/ne-morgnleit-turm-sei-pfingstgruss/,2026-07-10,Albert Schädlich,,,poetry,765
122,"Ne Mundart lässt sich nich verbieten, weil blutsgebunden bis ins Mark, dr Volksmund selwer weeß zu hieten sei Vätererbe drei un stark. Ich mußte neie Mundartlieder Landsleiten uff e Zettel schreim, denn meine Schwestern, meine Brieder wolln fest mit mir verbunden bleim.",,https://www.sachsen-lese.de/streifzuege/mundartliches/ne-mundart-laesst-sich-nich-verbieten/,2026-07-10,Lene Voigt,Leipzig,,poetry,270
123,"Iech wünsch eich e neies Goahr, des besser wörd, wie's alte war, ne Stall voll Hörner, ne Bueden voll Körner, de Schei voll Strueh. Und gebbt'r mr wos, nooch bie iech frueh. Iech wünsch dr sueviel Glück im Goahr, wie dr Fuchs im Schwanz hot Hoar. Zen neie Goahr viel Glück und Segn! Nu müss't'r mr aah enn Neigrosch gebn! Iech wünsch dr e gesunds neis Goahr, ne Kopf voll Lais und kaane Hoar. Iech bie e klaaner König, gebt mr net ze wenig, gebt mer net ze viel, iech will e Haisel wattergiehe! Iech bie e klaaner Dicker, iech koa net naufm Drücker, gebbt mr när enn Pfeng, nooch giehe iech meine Gäng! Iech bie e klaaner Sticker, ho afm Kopf enn Drücker, und wenn se dodrauf drücken, nooch fang iech oa ze sticken. Iech bie e klaaner Ackerknecht’, giehe nausn Feld und acker recht, oahne P?ug und oahne Schar wünsch iech eich e neies Goahr. Iech bie e klaaner Ackerknecht, giehe nausn Feld und acker recht. Gebbt'r mr kann Hiefenklüß, mach iech eich de Küh zamm lues.",,https://www.sachsen-lese.de/streifzuege/mundartliches/neigoahrschwuensch-sprueche/,2026-07-10,,Vogtland,,poetry,968
124,"Iech wünsch eich e neies Goahr, des besser wörd, wie‘s alte war, ne Stall voll Hörner, ne Bueden voll Körner, de Schei voll Strueh. Un gebbt‘r me wos, nooch bie iech frueh. Iech wünsch dr sueviel Glück im Goahr, wie dr Fuchs im Schwanz hot Hoar. Zen neie Goahr viel Glück un Segn! Nu müßt‘r mr aah enn Neigrosch gebn. Iech bie e klaaner König, gebbt mr net ze wenig, gebbt mr net ze viel, ich will e Haisel wattter giehe! Iech bie e klaaner Dicker, iech ka net naufn Drücker, gebbt mr nær enn Pfeng, noch giehe iech meine Gäng! Iech bie e klaaner Sticker, ho afm Kopf enn Drücker, und wenn se dodrauf drücken, noch fang iech oa ze sticken. Iech bie e klaaner Ackerknecht, giehe nausn Feld un acker recht, oahne Pflug un oahne Schar, wünsch iech eich e neies Goahr! Iech bie e klaaner Ackerknecht, giehe nausn Feld un acker recht. Gebbt‘r mr kann Hiefenklueß, mach iech eich de Küh zam lues.",,https://www.sachsen-lese.de/streifzuege/mundartliches/neigoahrschwuensch/,2026-07-10,,Vogtland,,poetry,890
125,"Wie oft geht uns was schief im Lähm. Doch darf mer das so schwär nich nähm Un jammern laut: ""Wie schade!"" Ärscht rächt schbornt das de Gräfte an, Un frisch befeiert ruft mer dann: Nu grade! Wenn alles glabbte in dr Welt, So wie mer sich's hat vorgeschellt, 's wär mit dr Zeit rächt fade! Aus hindernissen schbät un frieh Wächst frehlich-fräche Enerchie. Nu grade! Gemeene Mänschen reich an Zahl Dräät unsre Erde nu eemal In jederlei Formade. Doch jedes Been, das mir geschellt, Das bracht' mich weiter uff dr Welt. Nu grade!",,https://www.sachsen-lese.de/streifzuege/mundartliches/nu-grade/,2026-07-10,Lene Voigt,Leipzig,,poetry,524
126,"Wenn ubn bei uns is Frühgahr kimmt, nu schie, schie, schie!  De liebe Sunn ne Schnee wagnimmt, nu schie, schie, schie!  Do fängt‘s a ze blühe, su harrlich un schie,  un draußen werd allis su wunnig un grü.  Ganz laut sogt mr amol üms annere mit: Inu schie, schie, schie!     Nort gieht‘s laut in de Mailuft naus, nu schie, schie, schie!  Bezeiten haaßt‘s: Aus‘n Bett früh raus, nu schie, schie, schie!  Wos werd do geolbert, wos gibt‘s do für Lust,  mr hot‘s halt vun früher net annersch gewußt.  Do härt mrsch am meesten, wenn allis su blüht: Inu schie, schie, schie!     Un kimmt de Schwamme- un Beerzeit ra, nu schie, schie, schie!  Do läft nu allis, wos laafen ka, nu schie, schie, schie!  Do waß dar a schie Flackel, un dar waß en Flack,  un komme se hie, sei se allesamm wag.  Dar se waghot, denkt amol üms annere mit: Inu schie, schie, schie!  Mir Alten namme is Pfeifel mit, nu schie, schie, schie!  Wenn‘s früh a bissel in Wald nausgieht, nu schie, schie, schie!  A Flaschel, a ganz klans, in Rocktaschel stackt,  es werd ab un zu amol mit nagelackt.  Verstuhlns maant mr sachte zun Gevatter mol mit: Inu schie, schie, schie!     Gegne Obnd gieht‘s zen Gevatter nüm, nu schie, schie, schie!  Ho iech kaa Zeit, kimmt dar en Sprung rüm, nu schie, schie, schie!  Do mahrn mr vun dan, un do mahrn mr vun genn  un sanne mit drauf, döß is Pfeifel schie brennt.  Nort sogn mr, wenn der Raach an de Stubndeck naufzieht: Inu schie, schie, schie!     Su kimmt aa mit dr Winter ra, nu schie, schie, schie!  Nort haaßt‘s, is warme Zeig zamm na, nu schie, schie, schie!  Un kumm ich vun draußen ins Stübele nei,  setz ich mich ans Öfel un feier fest ei.  Un wattert‘s racht draußen, denk ich für mich hie: Inu schie, schie, schie!     Noochn Assen kumme de Hutzenleit, nu schie, schie, schie!  Öb‘s draußen graupelt oder schneit, nu schie, schie, schie!  Do ward schie geklippelt, aa Körb mit gemacht,  gesunge, gelacht un oft Uart gemacht.  De Maad sogn ze enanner, wenn‘s hamzu nort gieht: Inu schie, schie, schie!     Wie schie sich‘s drauf in Bettel liegt, nu schie, schie, schie!  Wenn mr vun ganzen Karrl de Nos bluß sieht, nu schie, schie, schie!  De Füß stemm ich racht schie ans Wärmstanel na,  un mei Härrschte liegt ruh‘g an der Seit drüme dra.  Un wenn ich se frog, is in Bett net racht schie? Inu schie, schie, schie!     Ujeh, wu sei de guge Gahr, nu schie, schie, schie!  Wie ich asu a Boß noch war, nu schie schie, schie!  A manichs Mol ho ich mei Madel gedruckt  un ihr in de Agn bis in Harz nei geguckt.  Ganz ruh‘g saht mr öftersch zu enanner mol mit: Inu schie, schie, schie!     Un itze, ach du liebe Zeit, nu schie, schie, schie!  Do sei mr numeh alte Leit, nu schie, schie, schie!  De Kinner sei gruß, un die hamm se wieder kla,  abn asu, nu dös Fast, wenn mr se nimmt of de Ba.  Vür Frad sogt mr aa, wenn mr ins Bündel neisieht: Inu schie, schie, schie!     Un war ich itze fartig sei, nu schie, schie, schie!  ‘s hot eich gefalln, macht kaa Geschrei, nu schie, schie, schie!  Schreit epper net: „Bravo!“, sogt lieber: „Schie, schie!“  Ich kunnt dös fremme Zeig net leiden, su alt wie ich bie.  Meintwagn könnt‘r sogn noch su oft wie ihr wöllt: Inu schie, schie, schie!",,https://www.sachsen-lese.de/streifzuege/mundartliches/nu-schie-schie-schie/,2026-07-10,Albert Schädlich,,,poetry,3189
127,"Nu liecht dr Friehling in dr Luft. De Menschenhärzen bubbern. Un ooch dr abgebriehtste Schuft Muss jetzt dn Lenz erschnubbern. Guckt eich nur de Gesichter an Von eiern Volksgenossen! Da schrahlt jetzt freindlich mancher Mann, Där sonst egal verdrossen. Das wäre ja geradezu gelacht, Wollt‘ eener nu noch nercheln, Wo durch dn letzten Schnee mit Macht De ärschten Bliemchen gwercheln.",,https://www.sachsen-lese.de/streifzuege/mundartliches/nu-waerds-awer/,2026-07-10,Lene Voigt,Leipzig,,poetry,383
128,"Doas is ju, oas wär heut oalls verhext, jed Halmel und Aestel is weiß wie mit Stoobzucker ieber und ieber besträt, und moanchmol glitzert‘s wie Eis. und finkelt und flimmert, wenn d‘Sunn su druffscheint. Nee wurkelch, doas is dr an Pracht! Und hust goar nischt wegkrigt, wuhar dr doas koam. Mit emmol is‘s do ieber Nacht. Oall Beem und oall Bisch uff‘m Berg und an Toal! Du kennst ver Freeden laut schrein. Nee su woas, ner su woas, do wett‘ch dr do glei: s koan an Märchen do ne schinner sei!",,https://www.sachsen-lese.de/streifzuege/mundartliches/oareim-raureif/,2026-07-10,Gustav Wolf,,,poetry,493
129,"Iberall schtehn Rächenfitzen, Wasser schtreemt in alle Ritzen. Ausn Wolken gullern Drobben, Bedrus will un will nich schtobben. Immer doller dräbbelt das, un mei Schärm wärd batschenaß. Unterm Simse hocken Schbatzen, Die ziehn mißvergniechte Fratzen! Alle Leite loofen schneller, Gatzen hubben in de Geller. Bedrus, Bedrus, bremse nu! Denk‘ an mein gabuttchen Schuh.",,https://www.sachsen-lese.de/streifzuege/mundartliches/raechenlied/,2026-07-10,Lene Voigt,Leipzig,,poetry,366
130,"Huhn in unnern Gebörg, wu de Walder ganz eng, wu de Barg su huch un dr Himmel afängt, dort wird‘s Echo geborn in harrlicher Luft un klingt, je schänner mr ruft: Hulladiörio! Wu dr Gager huch drubn ofn Astand lauscht, wu‘s Bachel for sich im Wiesengrund rauscht, wu‘s hübn un drübn ne Barg steil naufgieht, do ruft‘s laut, dös mr‘s deitlich verstieht: Hulladiörio! Dös Flackel, wu‘s Echo am harrlichsten klingt. Dann Ruf vielstimmig vun drübn wieder bringt, dös muss mr sich merken, gieh öftersch mol hie, un sing, weil‘s gar asu schie: Hulladiörio!",,https://www.sachsen-lese.de/streifzuege/mundartliches/s-echo/,2026-07-10,Albert Schädlich,,,poetry,548
131,"Ä Wanderer gommt, verdräckt, verlaust, Ins Heimatdorf zurückgesaust. Fünf Jahre blieb‘r in dr Främde, Nu war gabutt sei lätztes Hämde. Dr Zellner dudn nich ergänn Un läßtn gald voriberränn‘. Drotzdäm ´r mal sei Freind sich nannte Das is doch eechentlich ´ne Schande. Nu gommt dr Wandrer vor ä Heischen, Drin wohnt sei Schatz, das gleene Meischen, Da schteht se ooch am Fänster grade Un gießt de Blum un de Domade. Dr junge Mann grießt: „Gudden Morchen, Mei allerliebstes hibbsches Dorchen!“ De Gleene awer meent: „Nanu, Wie gomm ich dänn dadrzu?“ „Ach,“ seifst dr Wandrer vor sich hin, „Muß ich doch bloß ä Färkel sin, Daß geener mich ergännt vor Dräck Un alle guggen wieder wäg.“ Da goomt ´ne alte Frau gehumbelt, Ä bisschen schief schon un verschrumbelt, Die siehtn gaum, da lacht se schon: „Härrrjehmerschnee, das is mei Sohn!“",,https://www.sachsen-lese.de/streifzuege/mundartliches/s-ergaennen/,2026-07-10,Lene Voigt - Säk’sche Balladen,Leipzig,,poetry,830
